Species,Location,GISD_status,EASIN_status,invasive_flag
Ditylum brightwellii,United Kingdom,Ditylum brightwellii; Not in GISD,No_EASIN_data,GISD_listed_globally
Diurodrilus subterraneus,Netherlands,Diurodrilus subterraneus; Not in GISD,No_EASIN_data,GISD_listed_globally
Dodecaceria ater,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Dodecaceria concharum,Norway,Dodecaceria concharum; Not in GISD,No_EASIN_data,GISD_listed_globally
Dosidicus gigas,Italy,Dosidicus gigas; Not in GISD,No_EASIN_data,GISD_listed_globally
Dosinia exoleta,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Dosinia lupinus,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Doto cervicenigra,Italy,Doto cervicenigra; Not in GISD,No_EASIN_data,GISD_listed_globally
Dreissena rostriformis,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Duvaucelia manicata,Italy,Duvaucelia manicata; Not in GISD,No_EASIN_data,GISD_listed_globally
Dynamena pumila,Norway,Dynamena pumila; Not in GISD,No_EASIN_data,GISD_listed_globally
Echinocardium cordatum,Greece,Echinocardium cordatum; Not in GISD,No_EASIN_data,GISD_listed_globally
Echinocardium cordatum,Netherlands,Echinocardium cordatum; Not in GISD,No_EASIN_data,GISD_listed_globally
Echinocardium cordatum,Norway,Echinocardium cordatum; Not in GISD,No_EASIN_data,GISD_listed_globally
Echinocardium cordatum,Portugal,Echinocardium cordatum; Not in GISD,No_EASIN_data,GISD_listed_globally
Echinocardium pennatifidum,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Echinocyamus pusillus,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Echinoplana celerrima,Greece,Echinoplana celerrima; Not in GISD,No_EASIN_data,GISD_listed_globally
Ectocarpus fasciculatus,Norway,Ectocarpus fasciculatus; Not in GISD,No_EASIN_data,GISD_listed_globally
Ectocarpus fasciculatus,United Kingdom,Ectocarpus fasciculatus; Not in GISD,No_EASIN_data,GISD_listed_globally
Ectopleura dumortierii,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Ectopleura wrighti,Italy,Ectopleura wrighti; Not in GISD,No_EASIN_data,GISD_listed_globally
Ectopsocus briggsi,Italy,Ectopsocus briggsi; Not in GISD,No_EASIN_data,GISD_listed_globally
Edmundsella pedata,Italy,Edmundsella pedata; Not in GISD,No_EASIN_data,GISD_listed_globally
Electra pilosa,Denmark,Electra pilosa; Not in GISD,No_EASIN_data,GISD_listed_globally
Electra pilosa,Netherlands,Electra pilosa; Not in GISD,No_EASIN_data,GISD_listed_globally
Electra pilosa,Norway,Electra pilosa; Not in GISD,No_EASIN_data,GISD_listed_globally
Electra pilosa,United Kingdom,Electra pilosa; Not in GISD,No_EASIN_data,GISD_listed_globally
Elysia viridis,Norway,Elysia viridis; Not in GISD,No_EASIN_data,GISD_listed_globally
Emplectonema gracile,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Emplectonema gracile,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Eriphia verrucosa,Greece,Eriphia verrucosa; Not in GISD,No_EASIN_data,GISD_listed_globally
Eubranchus exiguus,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Eucampia zodiacus,Netherlands,Eucampia zodiacus; Not in GISD,No_EASIN_data,GISD_listed_globally
Eucampia zodiacus,Norway,Eucampia zodiacus; Not in GISD,No_EASIN_data,GISD_listed_globally
Eucampia zodiacus,Portugal,Eucampia zodiacus; Not in GISD,No_EASIN_data,GISD_listed_globally
Eucheilota maculata,Netherlands,Eucheilota maculata; Not in GISD,No_EASIN_data,GISD_listed_globally
Eudactylopus spectabilis,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Eulalia ornata,Portugal,Eulalia ornata; Not in GISD,No_EASIN_data,GISD_listed_globally
Eumida fauchaldi,Portugal,Eumida fauchaldi; Not in GISD,No_EASIN_data,GISD_listed_globally
Eumida fenwicki,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Eumida merope,Spain,Eumida merope; Not in GISD,Not_listed,GISD_listed_globally
Eumida sanguinea,Norway,Eumida sanguinea; Not in GISD,No_EASIN_data,GISD_listed_globally
Eunereis longissima,Netherlands,Eunereis longissima; Not in GISD,No_EASIN_data,GISD_listed_globally
Eurytemora affinis,Netherlands,Eurytemora affinis; Not in GISD,No_EASIN_data,GISD_listed_globally
Eurytemora velox,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Eurythoe complanata,Greece,Eurythoe complanata; Not in GISD,No_EASIN_data,GISD_listed_globally
Eutima gracilis,Portugal,Eutima gracilis; Not in GISD,No_EASIN_data,GISD_listed_globally
Evadne nordmanni,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Facelina bostoniensis,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Favorinus branchialis,Norway,Favorinus branchialis; Not in GISD,No_EASIN_data,GISD_listed_globally
Favorinus branchialis,Portugal,Favorinus branchialis; Not in GISD,No_EASIN_data,GISD_listed_globally
Fibrocapsa japonica,Denmark,Fibrocapsa japonica; Not in GISD,No_EASIN_data,GISD_listed_globally
Fibrocapsa japonica,Greece,Fibrocapsa japonica; Not in GISD,No_EASIN_data,GISD_listed_globally
Fibrocapsa japonica,Netherlands,Fibrocapsa japonica; Not in GISD,No_EASIN_data,GISD_listed_globally
Fibrocapsa japonica,Norway,Fibrocapsa japonica; Not in GISD,No_EASIN_data,GISD_listed_globally
Filobasidium floriforme,Denmark,Filobasidium floriforme; Not in GISD,No_EASIN_data,GISD_listed_globally
Flustrellidra hispida,Norway,Flustrellidra hispida; Not in GISD,No_EASIN_data,GISD_listed_globally
Gammaropsis digitata,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Gastroclonium reflexum,Greece,Gastroclonium reflexum; Not in GISD,No_EASIN_data,GISD_listed_globally
Gelidium crinale,Greece,Gelidium crinale; Not in GISD,No_EASIN_data,GISD_listed_globally
Gelidium vagum,Netherlands,Gelidium vagum; Not in GISD,No_EASIN_data,GISD_listed_globally
Gloiocallis dendroidea,Greece,Gloiocallis dendroidea; Not in GISD,No_EASIN_data,GISD_listed_globally
Glycera alba,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Glycera fallax,Spain,Glycera fallax; Not in GISD,Not_listed,GISD_listed_globally
Gonothyraea loveni,Denmark,Gonothyraea loveni; Not in GISD,No_EASIN_data,GISD_listed_globally
Gonothyraea loveni,Germany,Gonothyraea loveni; Not in GISD,No_EASIN_data,GISD_listed_globally
Gonothyraea loveni,Netherlands,Gonothyraea loveni; Not in GISD,No_EASIN_data,GISD_listed_globally
Gonothyraea loveni,Norway,Gonothyraea loveni; Not in GISD,No_EASIN_data,GISD_listed_globally
Gonothyraea loveni,Poland,Gonothyraea loveni; Not in GISD,No_EASIN_data,GISD_listed_globally
Gonothyraea loveni,Ukraine,Gonothyraea loveni; Not in GISD,Country_not_mapped,GISD_listed_globally
Grateloupia turuturu,Greece,Grateloupia turuturu; Not in GISD,No_EASIN_data,GISD_listed_globally
Guinardia delicatula,Denmark,Guinardia delicatula; Not in GISD,No_EASIN_data,GISD_listed_globally
Guinardia delicatula,Germany,Guinardia delicatula; Not in GISD,No_EASIN_data,GISD_listed_globally
Guinardia delicatula,Netherlands,Guinardia delicatula; Not in GISD,No_EASIN_data,GISD_listed_globally
Guinardia delicatula,Norway,Guinardia delicatula; Not in GISD,No_EASIN_data,GISD_listed_globally
Guinardia delicatula,Portugal,Guinardia delicatula; Not in GISD,No_EASIN_data,GISD_listed_globally
Guinardia delicatula,Spain,Guinardia delicatula; Not in GISD,Not_listed,GISD_listed_globally
Guinardia delicatula,United Kingdom,Guinardia delicatula; Not in GISD,No_EASIN_data,GISD_listed_globally
Guinardia striata,Greece,Guinardia striata; Not in GISD,No_EASIN_data,GISD_listed_globally
Halichondria panicea,Netherlands,Halichondria panicea; Not in GISD,No_EASIN_data,GISD_listed_globally
Halichondria panicea,Norway,Halichondria panicea; Not in GISD,No_EASIN_data,GISD_listed_globally
Haliclona cinerea,Greece,Haliclona cinerea; Not in GISD,No_EASIN_data,GISD_listed_globally
Haliclystus tenuis,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Halisarca dujardinii,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Halocladius variabilis,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Halocladius variabilis,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Halophytophthora avicenniae,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Halophytophthora fluviatilis,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Halopteris diaphana,Portugal,Halopteris diaphana; Not in GISD,No_EASIN_data,GISD_listed_globally
Haminella solitaria,Norway,Haminella solitaria; Not in GISD,No_EASIN_data,GISD_listed_globally
Haminoea orteai,Greece,Haminoea orteai; Not in GISD,No_EASIN_data,GISD_listed_globally
Haminoea orteai,Spain,Haminoea orteai; Not in GISD,Not_listed,GISD_listed_globally
Harmothoe gilchristi,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Harmothoe glabra,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Harmothoe impar,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Harmothoe impar,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Harmothoe impar,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Harpacticus flexus,Netherlands,Harpacticus flexus; Not in GISD,No_EASIN_data,GISD_listed_globally
Hartlaubella gelatinosa,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Hediste diversicolor,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Heliconoides inflatus,Italy,Heliconoides inflatus; Not in GISD,No_EASIN_data,GISD_listed_globally
Heliconoides inflatus,Spain,Heliconoides inflatus; Not in GISD,Not_listed,GISD_listed_globally
Helminthocladia australis,Greece,Helminthocladia australis; Not in GISD,No_EASIN_data,GISD_listed_globally
Hemiselmis andersenii,Italy,Hemiselmis andersenii; Not in GISD,No_EASIN_data,GISD_listed_globally
Hermania indistincta,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Hermania scabra,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Herposiphonia akidoglossa,Greece,Herposiphonia akidoglossa; Not in GISD,No_EASIN_data,GISD_listed_globally
Herposiphonia pecten-veneris,Greece,Herposiphonia pecten-veneris; Not in GISD,No_EASIN_data,GISD_listed_globally
Herposiphonia secunda,Greece,Herposiphonia secunda; Not in GISD,No_EASIN_data,GISD_listed_globally
Hesionura elongata,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Heterocapsa rotundata,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Heterocapsa rotundata,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Heteropsylla cubana,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Heterosigma akashiwo,Greece,Heterosigma akashiwo; Not in GISD,No_EASIN_data,GISD_listed_globally
Heterosigma akashiwo,Netherlands,Heterosigma akashiwo; Not in GISD,No_EASIN_data,GISD_listed_globally
Heterosigma akashiwo,Portugal,Heterosigma akashiwo; Not in GISD,No_EASIN_data,GISD_listed_globally
Heterosigma akashiwo,Spain,Heterosigma akashiwo; Not in GISD,Not_listed,GISD_listed_globally
Heterosigma akashiwo,Ukraine,Heterosigma akashiwo; Not in GISD,Country_not_mapped,GISD_listed_globally
Heterotrissocladius marcidus,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Hiatella arctica,Norway,Hiatella arctica; Not in GISD,No_EASIN_data,GISD_listed_globally
Hiatella arctica,Portugal,Hiatella arctica; Not in GISD,No_EASIN_data,GISD_listed_globally
Holopedium gibberum,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Holothuria mammata,Italy,Holothuria mammata; Not in GISD,No_EASIN_data,GISD_listed_globally
Holothuria sanctori,Greece,Holothuria sanctori; Not in GISD,No_EASIN_data,GISD_listed_globally
Homo sapiens,Greece,Homo sapiens; Not in GISD,No_EASIN_data,GISD_listed_globally
Hubrechtella dubia,Netherlands,Hubrechtella dubia; Not in GISD,No_EASIN_data,GISD_listed_globally
Hubrechtella dubia,Norway,Hubrechtella dubia; Not in GISD,No_EASIN_data,GISD_listed_globally
Hydra circumcincta,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Hydra oligactis,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Hydrobius fuscipes,Greece,Hydrobius fuscipes; Not in GISD,No_EASIN_data,GISD_listed_globally
Hydrobius fuscipes,Ukraine,Hydrobius fuscipes; Not in GISD,Country_not_mapped,GISD_listed_globally
Hymeniacidon perlevis,Greece,Hymeniacidon perlevis; Not in GISD,No_EASIN_data,GISD_listed_globally
Hymeniacidon perlevis,Portugal,Hymeniacidon perlevis; Not in GISD,No_EASIN_data,GISD_listed_globally
Hypania invalida,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Hypogymnia vittata,Netherlands,Hypogymnia vittata; Not in GISD,No_EASIN_data,GISD_listed_globally
Hypogymnia vittata,Norway,Hypogymnia vittata; Not in GISD,No_EASIN_data,GISD_listed_globally
Idotea baltica,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Isochrysis galbana,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Jania pedunculata,Greece,Jania pedunculata; Not in GISD,No_EASIN_data,GISD_listed_globally
Jassa marmorata,Netherlands,Jassa marmorata; Not in GISD,No_EASIN_data,GISD_listed_globally
Jassa pusilla,United Kingdom,Jassa pusilla; Not in GISD,No_EASIN_data,GISD_listed_globally
Jorunna tomentosa,Portugal,Jorunna tomentosa; Not in GISD,No_EASIN_data,GISD_listed_globally
Jorunna tomentosa,United Kingdom,Jorunna tomentosa; Not in GISD,No_EASIN_data,GISD_listed_globally
Jujubinus gravinae,Italy,Jujubinus gravinae; Not in GISD,No_EASIN_data,GISD_listed_globally
Kapraunia schneideri,Greece,Kapraunia schneideri; Not in GISD,No_EASIN_data,GISD_listed_globally
Kapraunia schneideri,Italy,Kapraunia schneideri; Not in GISD,No_EASIN_data,GISD_listed_globally
Keratella cochlearis,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Laccobius striatulus,Italy,Laccobius striatulus; Not in GISD,No_EASIN_data,GISD_listed_globally
Lanice conchilega,Netherlands,Lanice conchilega; Not in GISD,No_EASIN_data,GISD_listed_globally
Lanice conchilega,Portugal,Lanice conchilega; Not in GISD,No_EASIN_data,GISD_listed_globally
Laurencia microcladia,Greece,Laurencia microcladia; Not in GISD,No_EASIN_data,GISD_listed_globally
Laurencia microcladia,Spain,Laurencia microcladia; Not in GISD,Not_listed,GISD_listed_globally
Leiochone leiopygos,Italy,Leiochone leiopygos; Not in GISD,No_EASIN_data,GISD_listed_globally
Lemanea fucina,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Lepidonotus squamatus,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Leuckartiara octona,Norway,Leuckartiara octona; Not in GISD,No_EASIN_data,GISD_listed_globally
Leucocryptos marina,Germany,Leucocryptos marina; Not in GISD,No_EASIN_data,GISD_listed_globally
Leucocryptos marina,Greece,Leucocryptos marina; Not in GISD,No_EASIN_data,GISD_listed_globally
Leucocryptos marina,Netherlands,Leucocryptos marina; Not in GISD,No_EASIN_data,GISD_listed_globally
Leucocryptos marina,Norway,Leucocryptos marina; Not in GISD,No_EASIN_data,GISD_listed_globally
Leucocryptos marina,Ukraine,Leucocryptos marina; Not in GISD,Country_not_mapped,GISD_listed_globally
Liagora nesophila,Greece,Liagora nesophila; Not in GISD,No_EASIN_data,GISD_listed_globally
Liagora viscida,Greece,Liagora viscida; Not in GISD,No_EASIN_data,GISD_listed_globally
Limacia clavigera,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Limapontia capitata,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Limapontia capitata,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Limapontia depressa,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Limapontia depressa,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Limnodrilus hoffmeisteri,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Liposcelis bostrychophila,Greece,Liposcelis bostrychophila; Not in GISD,No_EASIN_data,GISD_listed_globally
Lissodendoryx carolinensis,Greece,Lissodendoryx carolinensis; Not in GISD,No_EASIN_data,GISD_listed_globally
Lithodesmium undulatum,Netherlands,Lithodesmium undulatum; Not in GISD,No_EASIN_data,GISD_listed_globally
Litoditis marina,Germany,Litoditis marina; Not in GISD,No_EASIN_data,GISD_listed_globally
Littorina littorea,Norway,Littorina littorea; Invasive,No_EASIN_data,GISD_listed_globally
Littorina saxatilis,Norway,Littorina saxatilis; Not in GISD,No_EASIN_data,GISD_listed_globally
Lizzia blondina,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Lizzia blondina,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Loensia variegata,Italy,Loensia variegata; Not in GISD,No_EASIN_data,GISD_listed_globally
Lophocladia trichoclados,Greece,Lophocladia trichoclados; Not in GISD,No_EASIN_data,GISD_listed_globally
Lumbricillus fennicus,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Lumbricillus lineatus,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Macrocyclops albidus,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Mactra corallina,Greece,Invasive,No_EASIN_data,GISD_listed_globally
Mactra stultorum,Norway,Mactra stultorum; Not in GISD,No_EASIN_data,GISD_listed_globally
Maeotias marginata,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Magelona johnstoni,Netherlands,Magelona johnstoni; Not in GISD,No_EASIN_data,GISD_listed_globally
Magelona johnstoni,Portugal,Magelona johnstoni; Not in GISD,No_EASIN_data,GISD_listed_globally
Magelona mirabilis,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Malacoceros fuliginosus,Portugal,Malacoceros fuliginosus; Not in GISD,No_EASIN_data,GISD_listed_globally
Malacoceros fuliginosus,United Kingdom,Malacoceros fuliginosus; Not in GISD,No_EASIN_data,GISD_listed_globally
Marenzelleria neglecta,Germany,Marenzelleria neglecta; Not in GISD,No_EASIN_data,GISD_listed_globally
Marenzelleria neglecta,Netherlands,Marenzelleria neglecta; Not in GISD,No_EASIN_data,GISD_listed_globally
Marthasterias glacialis,Norway,Marthasterias glacialis; Not in GISD,No_EASIN_data,GISD_listed_globally
Marthasterias glacialis,Portugal,Marthasterias glacialis; Not in GISD,No_EASIN_data,GISD_listed_globally
Mastocarpus stellatus,United Kingdom,Mastocarpus stellatus; Not in GISD,No_EASIN_data,GISD_listed_globally
Meiodrilus adhaerens,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Meiodrilus adhaerens,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Melita nitida,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Melosira nummuloides,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Melosira nummuloides,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Melosira varians,Netherlands,Melosira varians; Not in GISD,No_EASIN_data,GISD_listed_globally
Membranipora membranacea,Norway,Membranipora membranacea; Not in GISD,No_EASIN_data,GISD_listed_globally
Membranipora membranacea,Portugal,Membranipora membranacea; Not in GISD,No_EASIN_data,GISD_listed_globally
Membranipora membranacea,Spain,Membranipora membranacea; Not in GISD,Not_listed,GISD_listed_globally
Membranipora membranacea,United Kingdom,Membranipora membranacea; Not in GISD,No_EASIN_data,GISD_listed_globally
Mesochra alaskana,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Metridia lucens,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Metridium senile,Norway,Metridium senile; Not in GISD,No_EASIN_data,GISD_listed_globally
Metriocnemus albolineatus,United Kingdom,Metriocnemus albolineatus; Not in GISD,No_EASIN_data,GISD_listed_globally
Microcalanus pusillus,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Microcosmus squamiger,Spain,Microcosmus squamiger; Not in GISD,Not_listed,GISD_listed_globally
Micromonas pusilla,Denmark,Micromonas pusilla; Not in GISD,No_EASIN_data,GISD_listed_globally
Micromonas pusilla,Finland,Micromonas pusilla; Not in GISD,No_EASIN_data,GISD_listed_globally
Micromonas pusilla,France,Micromonas pusilla; Not in GISD,Not_listed,GISD_listed_globally
Micromonas pusilla,Germany,Micromonas pusilla; Not in GISD,No_EASIN_data,GISD_listed_globally
Micromonas pusilla,Greece,Micromonas pusilla; Not in GISD,No_EASIN_data,GISD_listed_globally
Micromonas pusilla,Italy,Micromonas pusilla; Not in GISD,No_EASIN_data,GISD_listed_globally
Micromonas pusilla,Netherlands,Micromonas pusilla; Not in GISD,No_EASIN_data,GISD_listed_globally
Micromonas pusilla,Norway,Micromonas pusilla; Not in GISD,No_EASIN_data,GISD_listed_globally
Micromonas pusilla,Poland,Micromonas pusilla; Not in GISD,No_EASIN_data,GISD_listed_globally
Micromonas pusilla,Portugal,Micromonas pusilla; Not in GISD,No_EASIN_data,GISD_listed_globally
Micromonas pusilla,Spain,Micromonas pusilla; Not in GISD,Not_listed,GISD_listed_globally
Micromonas pusilla,Ukraine,Micromonas pusilla; Not in GISD,Country_not_mapped,GISD_listed_globally
Micromonas pusilla,United Kingdom,Micromonas pusilla; Not in GISD,No_EASIN_data,GISD_listed_globally
Microphthalmus similis,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Microstomum compositum,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Minutocellus polymorphus,France,Minutocellus polymorphus; Not in GISD,Not_listed,GISD_listed_globally
Minutocellus polymorphus,Greece,Minutocellus polymorphus; Not in GISD,No_EASIN_data,GISD_listed_globally
Minutocellus polymorphus,Netherlands,Minutocellus polymorphus; Not in GISD,No_EASIN_data,GISD_listed_globally
Minutocellus polymorphus,Spain,Minutocellus polymorphus; Not in GISD,Not_listed,GISD_listed_globally
Minutocellus polymorphus,Ukraine,Minutocellus polymorphus; Not in GISD,Country_not_mapped,GISD_listed_globally
Minutocellus polymorphus,United Kingdom,Minutocellus polymorphus; Not in GISD,No_EASIN_data,GISD_listed_globally
Mnemiopsis leidyi,Netherlands,Mnemiopsis leidyi; Invasive,No_EASIN_data,GISD_listed_globally
Mnemiopsis leidyi,Norway,Mnemiopsis leidyi; Invasive,No_EASIN_data,GISD_listed_globally
Moerisia inkermanica,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Monocorophium insidiosum,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Monocorophium insidiosum,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Monopylephorus rubroniveus,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Mulinia lateralis,Netherlands,Mulinia lateralis; Not in GISD,No_EASIN_data,GISD_listed_globally
Mya arenaria,Germany,Mya arenaria; Invasive,No_EASIN_data,GISD_listed_globally
Myrianida edwarsi,Norway,Myrianida edwarsi; Not in GISD,No_EASIN_data,GISD_listed_globally
Myrianida pachycera,Greece,Myrianida pachycera; Not in GISD,No_EASIN_data,GISD_listed_globally
Myrionema strangulans,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Mysis relicta,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Mytilaster solidus,Ukraine,Invasive,Country_not_mapped,GISD_listed_globally
Mytilicola intestinalis,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Naineris setosa,Greece,Naineris setosa; Not in GISD,No_EASIN_data,GISD_listed_globally
Naineris setosa,Italy,Naineris setosa; Not in GISD,No_EASIN_data,GISD_listed_globally
Naineris setosa,Spain,Naineris setosa; Not in GISD,Not_listed,GISD_listed_globally
Nais barbata,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Nais elinguis,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Nannocalanus minor,Greece,Nannocalanus minor; Not in GISD,No_EASIN_data,GISD_listed_globally
Nannochloropsis limnetica,Denmark,Nannochloropsis limnetica; Not in GISD,No_EASIN_data,GISD_listed_globally
Nannochloropsis limnetica,Finland,Nannochloropsis limnetica; Not in GISD,No_EASIN_data,GISD_listed_globally
Nannochloropsis limnetica,Germany,Nannochloropsis limnetica; Not in GISD,No_EASIN_data,GISD_listed_globally
Nannochloropsis limnetica,Netherlands,Nannochloropsis limnetica; Not in GISD,No_EASIN_data,GISD_listed_globally
Nannochloropsis limnetica,Poland,Nannochloropsis limnetica; Not in GISD,No_EASIN_data,GISD_listed_globally
Nanomia bijuga,Greece,Nanomia bijuga; Not in GISD,No_EASIN_data,GISD_listed_globally
Nanomia bijuga,Spain,Nanomia bijuga; Not in GISD,Not_listed,GISD_listed_globally
Nanomia cara,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Nassarius ovoideus,Portugal,Invasive,No_EASIN_data,GISD_listed_globally
Navicula avium,Greece,Navicula avium; Not in GISD,No_EASIN_data,GISD_listed_globally
Navicula avium,Spain,Navicula avium; Not in GISD,Not_listed,GISD_listed_globally
Navicula ramosissima,Netherlands,Navicula ramosissima; Not in GISD,No_EASIN_data,GISD_listed_globally
Neanthes nubila,Portugal,Neanthes nubila; Not in GISD,No_EASIN_data,GISD_listed_globally
Nemalecium lighti,Greece,Nemalecium lighti; Not in GISD,No_EASIN_data,GISD_listed_globally
Nemastoma dichotomum,Italy,Nemastoma dichotomum; Not in GISD,No_EASIN_data,GISD_listed_globally
Nemopsis bachei,Netherlands,Nemopsis bachei; Not in GISD,No_EASIN_data,GISD_listed_globally
Neoamphitrite figulus,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Neoamphitrite figulus,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Neobrightwellia alternans,United Kingdom,Neobrightwellia alternans; Not in GISD,No_EASIN_data,GISD_listed_globally
Nephtys assimilis,Netherlands,Nephtys assimilis; Not in GISD,No_EASIN_data,GISD_listed_globally
Nephtys hombergii,Netherlands,Nephtys hombergii; Not in GISD,No_EASIN_data,GISD_listed_globally
Nephtys hombergii,Portugal,Nephtys hombergii; Not in GISD,No_EASIN_data,GISD_listed_globally
Nephtys hombergii,United Kingdom,Nephtys hombergii; Not in GISD,No_EASIN_data,GISD_listed_globally
Nereimyra punctata,Norway,Nereimyra punctata; Not in GISD,No_EASIN_data,GISD_listed_globally
Nereis pelagica,Norway,Invasive,No_EASIN_data,GISD_listed_globally
Nitophyllum punctatum,France,Nitophyllum punctatum; Not in GISD,Not_listed,GISD_listed_globally
Nitzschia longissima,Portugal,Nitzschia longissima; Not in GISD,No_EASIN_data,GISD_listed_globally
Nototeredo knoxi,Italy,Nototeredo knoxi; Not in GISD,No_EASIN_data,GISD_listed_globally
Nucula nitidosa,Denmark,Nucula nitidosa; Not in GISD,No_EASIN_data,GISD_listed_globally
Obelia bidentata,Netherlands,Invasive,No_EASIN_data,GISD_listed_globally
Obelia dichotoma,Greece,Obelia dichotoma; Not in GISD,No_EASIN_data,GISD_listed_globally
Obelia dichotoma,Italy,Obelia dichotoma; Not in GISD,No_EASIN_data,GISD_listed_globally
Obelia dichotoma,Netherlands,Obelia dichotoma; Not in GISD,No_EASIN_data,GISD_listed_globally
Obelia dichotoma,Norway,Obelia dichotoma; Not in GISD,No_EASIN_data,GISD_listed_globally
Obelia dichotoma,Portugal,Obelia dichotoma; Not in GISD,No_EASIN_data,GISD_listed_globally
Obelia geniculata,Greece,Obelia geniculata; Not in GISD,No_EASIN_data,GISD_listed_globally
Obelia geniculata,Portugal,Obelia geniculata; Not in GISD,No_EASIN_data,GISD_listed_globally
Obelia geniculata,Spain,Obelia geniculata; Not in GISD,Not_listed,GISD_listed_globally
Octactis speculum,Denmark,Octactis speculum; Not in GISD,No_EASIN_data,GISD_listed_globally
Octactis speculum,Norway,Octactis speculum; Not in GISD,No_EASIN_data,GISD_listed_globally
