Species,Location,EASIN_status,GISD_status,invasive_flag
Pandeopsis ikarii,Italy,No_EASIN_data,Pandeopsis ikarii; Not in GISD,GISD_listed_globally
Paracalanus nanus,Italy,No_EASIN_data,Paracalanus nanus; Not in GISD,GISD_listed_globally
Paracalanus quasimodo,Italy,No_EASIN_data,Paracalanus quasimodo; Not in GISD,GISD_listed_globally
Paracentrotus lividus,Italy,No_EASIN_data,Paracentrotus lividus; Not in GISD,GISD_listed_globally
Pelagomonas calceolata,Italy,No_EASIN_data,Pelagomonas calceolata; Not in GISD,GISD_listed_globally
Perforatus perforatus,Italy,No_EASIN_data,Perforatus perforatus; Not in GISD,GISD_listed_globally
Phoronis hippocrepia,Italy,No_EASIN_data,Phoronis hippocrepia; Not in GISD,GISD_listed_globally
Phylo foetida,Italy,No_EASIN_data,Phylo foetida; Not in GISD,GISD_listed_globally
Pista colini,Italy,No_EASIN_data,Pista colini; Not in GISD,GISD_listed_globally
Polysiphonia sertularioides,Italy,No_EASIN_data,Polysiphonia sertularioides; Not in GISD,GISD_listed_globally
Pseudevadne tergestina,Italy,No_EASIN_data,Pseudevadne tergestina; Not in GISD,GISD_listed_globally
Pseudopolydora paucibranchiata,Italy,No_EASIN_data,Pseudopolydora paucibranchiata; Not in GISD,GISD_listed_globally
Seinura italiensis,Italy,No_EASIN_data,Seinura italiensis; Not in GISD,GISD_listed_globally
Skeletonema menzelii,Italy,No_EASIN_data,Skeletonema menzelii; Not in GISD,GISD_listed_globally
Sphyraena viridensis,Italy,No_EASIN_data,Sphyraena viridensis; Not in GISD,GISD_listed_globally
Spurilla neapolitana,Italy,No_EASIN_data,Spurilla neapolitana; Not in GISD,GISD_listed_globally
Tanytarsus signatus,Italy,No_EASIN_data,Tanytarsus signatus; Not in GISD,GISD_listed_globally
Tenellia adspersa,Italy,No_EASIN_data,Tenellia adspersa; Not in GISD,GISD_listed_globally
Thalassiosira profunda,Italy,No_EASIN_data,Thalassiosira profunda; Not in GISD,GISD_listed_globally
Triconia minuta,Italy,No_EASIN_data,Triconia minuta; Not in GISD,GISD_listed_globally
Trithemis kirbyi,Italy,No_EASIN_data,Trithemis kirbyi; Not in GISD,GISD_listed_globally
Watersipora subtorquata,Italy,No_EASIN_data,Watersipora subtorquata; Invasive,GISD_listed_globally
Zanclea giancarloi,Italy,No_EASIN_data,Zanclea giancarloi; Not in GISD,GISD_listed_globally
Acartia tonsa,NA,Country_not_mapped,Acartia tonsa; Not in GISD,GISD_listed_globally
Cyclostephanos invisitatus,NA,Country_not_mapped,Invasive,GISD_listed_globally
Diphylleia rotans,NA,Country_not_mapped,Invasive,GISD_listed_globally
Discostella angainor,NA,Country_not_mapped,Discostella angainor; Not in GISD,GISD_listed_globally
Skeletonema potamos,NA,Country_not_mapped,Skeletonema potamos; Not in GISD,GISD_listed_globally
Thalassiosira pseudonana,NA,Country_not_mapped,Thalassiosira pseudonana; Not in GISD,GISD_listed_globally
Acanthocyclops americanus,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Acartia bifilosa,Netherlands,No_EASIN_data,Acartia bifilosa; Not in GISD,GISD_listed_globally
Acartia clausii,Netherlands,No_EASIN_data,Acartia clausii; Not in GISD,GISD_listed_globally
Acartia tonsa,Netherlands,No_EASIN_data,Acartia tonsa; Not in GISD,GISD_listed_globally
Alitta succinea,Netherlands,No_EASIN_data,Alitta succinea; Invasive,GISD_listed_globally
Amphibalanus improvisus,Netherlands,No_EASIN_data,Amphibalanus improvisus; Not in GISD,GISD_listed_globally
Arenicola marina,Netherlands,No_EASIN_data,Arenicola marina; Not in GISD,GISD_listed_globally
Asterias rubens,Netherlands,No_EASIN_data,Asterias rubens; Not in GISD,GISD_listed_globally
Aulacoseira ambigua,Netherlands,No_EASIN_data,Aulacoseira ambigua; Not in GISD,GISD_listed_globally
Aurelia aurita,Netherlands,No_EASIN_data,Aurelia aurita; Not in GISD,GISD_listed_globally
Aureococcus anophagefferens,Netherlands,No_EASIN_data,Aureococcus anophagefferens; Not in GISD,GISD_listed_globally
Austrominius modestus,Netherlands,No_EASIN_data,Austrominius modestus; Not in GISD,GISD_listed_globally
Balanus glandula,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Bathycoccus prasinos,Netherlands,No_EASIN_data,Bathycoccus prasinos; Not in GISD,GISD_listed_globally
Boccardiella hamata,Netherlands,No_EASIN_data,Boccardiella hamata; Not in GISD,GISD_listed_globally
Brachionus angularis,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Bryocladia subtilissima,Netherlands,No_EASIN_data,Bryocladia subtilissima; Not in GISD,GISD_listed_globally
Centropages hamatus,Netherlands,No_EASIN_data,Centropages hamatus; Not in GISD,GISD_listed_globally
Chaetoceros socialis,Netherlands,No_EASIN_data,Chaetoceros socialis; Not in GISD,GISD_listed_globally
Chattonella marina,Netherlands,No_EASIN_data,Chattonella marina; Not in GISD,GISD_listed_globally
Chelicorophium maeoticum,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Chloroparvula pacifica,Netherlands,No_EASIN_data,Chloroparvula pacifica; Not in GISD,GISD_listed_globally
Clytia hemisphaerica,Netherlands,No_EASIN_data,Clytia hemisphaerica; Not in GISD,GISD_listed_globally
Conopeum chesapeakensis,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Corambe obscura,Netherlands,No_EASIN_data,Corambe obscura; Not in GISD,GISD_listed_globally
Cordylophora caspia,Netherlands,No_EASIN_data,Cordylophora caspia; Not in GISD,GISD_listed_globally
Corophium multisetosum,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Coscinodiscus granii,Netherlands,No_EASIN_data,Coscinodiscus granii; Not in GISD,GISD_listed_globally
Crepidula fornicata,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Cyclops abyssorum,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Cyclostephanos dubius,Netherlands,No_EASIN_data,Cyclostephanos dubius; Not in GISD,GISD_listed_globally
Cyclostephanos invisitatus,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Cyclostephanos makarovae,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Discostella angainor,Netherlands,No_EASIN_data,Discostella angainor; Not in GISD,GISD_listed_globally
Ditylum brightwellii,Netherlands,No_EASIN_data,Ditylum brightwellii; Not in GISD,GISD_listed_globally
Diurodrilus subterraneus,Netherlands,No_EASIN_data,Diurodrilus subterraneus; Not in GISD,GISD_listed_globally
Dreissena rostriformis,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Echinocardium cordatum,Netherlands,No_EASIN_data,Echinocardium cordatum; Not in GISD,GISD_listed_globally
Electra pilosa,Netherlands,No_EASIN_data,Electra pilosa; Not in GISD,GISD_listed_globally
Eucampia zodiacus,Netherlands,No_EASIN_data,Eucampia zodiacus; Not in GISD,GISD_listed_globally
Eucheilota maculata,Netherlands,No_EASIN_data,Eucheilota maculata; Not in GISD,GISD_listed_globally
Eunereis longissima,Netherlands,No_EASIN_data,Eunereis longissima; Not in GISD,GISD_listed_globally
Eurytemora affinis,Netherlands,No_EASIN_data,Eurytemora affinis; Not in GISD,GISD_listed_globally
Fibrocapsa japonica,Netherlands,No_EASIN_data,Fibrocapsa japonica; Not in GISD,GISD_listed_globally
Gelidium vagum,Netherlands,No_EASIN_data,Gelidium vagum; Not in GISD,GISD_listed_globally
Gonothyraea loveni,Netherlands,No_EASIN_data,Gonothyraea loveni; Not in GISD,GISD_listed_globally
Guinardia delicatula,Netherlands,No_EASIN_data,Guinardia delicatula; Not in GISD,GISD_listed_globally
Halichondria panicea,Netherlands,No_EASIN_data,Halichondria panicea; Not in GISD,GISD_listed_globally
Halophytophthora avicenniae,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Halophytophthora fluviatilis,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Harmothoe impar,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Harpacticus flexus,Netherlands,No_EASIN_data,Harpacticus flexus; Not in GISD,GISD_listed_globally
Hediste diversicolor,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Heterosigma akashiwo,Netherlands,No_EASIN_data,Heterosigma akashiwo; Not in GISD,GISD_listed_globally
Hubrechtella dubia,Netherlands,No_EASIN_data,Hubrechtella dubia; Not in GISD,GISD_listed_globally
Hypania invalida,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Hypogymnia vittata,Netherlands,No_EASIN_data,Hypogymnia vittata; Not in GISD,GISD_listed_globally
Jassa marmorata,Netherlands,No_EASIN_data,Jassa marmorata; Not in GISD,GISD_listed_globally
Keratella cochlearis,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Lanice conchilega,Netherlands,No_EASIN_data,Lanice conchilega; Not in GISD,GISD_listed_globally
Leucocryptos marina,Netherlands,No_EASIN_data,Leucocryptos marina; Not in GISD,GISD_listed_globally
Lithodesmium undulatum,Netherlands,No_EASIN_data,Lithodesmium undulatum; Not in GISD,GISD_listed_globally
Lumbricillus fennicus,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Maeotias marginata,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Magelona johnstoni,Netherlands,No_EASIN_data,Magelona johnstoni; Not in GISD,GISD_listed_globally
Marenzelleria neglecta,Netherlands,No_EASIN_data,Marenzelleria neglecta; Not in GISD,GISD_listed_globally
Meiodrilus adhaerens,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Melita nitida,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Melosira varians,Netherlands,No_EASIN_data,Melosira varians; Not in GISD,GISD_listed_globally
Mesochra alaskana,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Micromonas pusilla,Netherlands,No_EASIN_data,Micromonas pusilla; Not in GISD,GISD_listed_globally
Minutocellus polymorphus,Netherlands,No_EASIN_data,Minutocellus polymorphus; Not in GISD,GISD_listed_globally
Mnemiopsis leidyi,Netherlands,No_EASIN_data,Mnemiopsis leidyi; Invasive,GISD_listed_globally
Moerisia inkermanica,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Mulinia lateralis,Netherlands,No_EASIN_data,Mulinia lateralis; Not in GISD,GISD_listed_globally
Nannochloropsis limnetica,Netherlands,No_EASIN_data,Nannochloropsis limnetica; Not in GISD,GISD_listed_globally
Navicula ramosissima,Netherlands,No_EASIN_data,Navicula ramosissima; Not in GISD,GISD_listed_globally
Nemopsis bachei,Netherlands,No_EASIN_data,Nemopsis bachei; Not in GISD,GISD_listed_globally
Neoamphitrite figulus,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Nephtys assimilis,Netherlands,No_EASIN_data,Nephtys assimilis; Not in GISD,GISD_listed_globally
Nephtys hombergii,Netherlands,No_EASIN_data,Nephtys hombergii; Not in GISD,GISD_listed_globally
Obelia bidentata,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Obelia dichotoma,Netherlands,No_EASIN_data,Obelia dichotoma; Not in GISD,GISD_listed_globally
Odontella aurita,Netherlands,No_EASIN_data,Odontella aurita; Not in GISD,GISD_listed_globally
Owenia fusiformis,Netherlands,No_EASIN_data,Owenia fusiformis; Not in GISD,GISD_listed_globally
Paracalanus parvus,Netherlands,No_EASIN_data,Paracalanus parvus; Not in GISD,GISD_listed_globally
Paracyclops fimbriatus,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Paralemanea annulata,Netherlands,No_EASIN_data,Paralemanea annulata; Not in GISD,GISD_listed_globally
Paranais botniensis,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Penilia avirostris,Netherlands,No_EASIN_data,Penilia avirostris; Not in GISD,GISD_listed_globally
Phaeocystis globosa,Netherlands,No_EASIN_data,Phaeocystis globosa; Not in GISD,GISD_listed_globally
Phoronis pallida,Netherlands,No_EASIN_data,Phoronis pallida; Not in GISD,GISD_listed_globally
Phytophthora lacustris,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Pleopis polyphemoides,Netherlands,No_EASIN_data,Pleopis polyphemoides; Not in GISD,GISD_listed_globally
Podosira stelligera,Netherlands,No_EASIN_data,Podosira stelligera; Not in GISD,GISD_listed_globally
Polyarthra dolichoptera,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Polyarthra vulgaris,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Polycera quadrilineata,Netherlands,No_EASIN_data,Polycera quadrilineata; Not in GISD,GISD_listed_globally
Polydora cornuta,Netherlands,No_EASIN_data,Polydora cornuta; Not in GISD,GISD_listed_globally
Polydora onagawaensis,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Polydora websteri,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Pristina osborni,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Pseudo-nitzschia americana,Netherlands,No_EASIN_data,Pseudo-nitzschia americana; Not in GISD,GISD_listed_globally
Pseudo-nitzschia delicatissima,Netherlands,No_EASIN_data,Pseudo-nitzschia delicatissima; Not in GISD,GISD_listed_globally
Pseudo-nitzschia multistriata,Netherlands,No_EASIN_data,Pseudo-nitzschia multistriata; Not in GISD,GISD_listed_globally
Pseudo-nitzschia pungens,Netherlands,No_EASIN_data,Pseudo-nitzschia pungens; Not in GISD,GISD_listed_globally
Pseudopolydora paucibranchiata,Netherlands,No_EASIN_data,Pseudopolydora paucibranchiata; Not in GISD,GISD_listed_globally
Pseudostephanoeca paucicostata,Netherlands,No_EASIN_data,Pseudostephanoeca paucicostata; Not in GISD,GISD_listed_globally
Rangia cuneata,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Rhizostoma octopus,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Sabellaria spinulosa,Netherlands,No_EASIN_data,Sabellaria spinulosa; Not in GISD,GISD_listed_globally
Sacculina carcini,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Skeletonema dohrnii,Netherlands,No_EASIN_data,Skeletonema dohrnii; Not in GISD,GISD_listed_globally
Skeletonema japonicum,Netherlands,No_EASIN_data,Skeletonema japonicum; Not in GISD,GISD_listed_globally
Skeletonema menzelii,Netherlands,No_EASIN_data,Skeletonema menzelii; Not in GISD,GISD_listed_globally
Skeletonema potamos,Netherlands,No_EASIN_data,Skeletonema potamos; Not in GISD,GISD_listed_globally
Skistodiaptomus pallidus,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Spio decorata,Netherlands,No_EASIN_data,Spio decorata; Not in GISD,GISD_listed_globally
Spiophanes bombyx,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Stephanopyxis turris,Netherlands,No_EASIN_data,Stephanopyxis turris; Not in GISD,GISD_listed_globally
Sthenelais boa,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Streblospio benedicti,Netherlands,No_EASIN_data,Streblospio benedicti; Not in GISD,GISD_listed_globally
Sundstroemia setigera,Netherlands,No_EASIN_data,Sundstroemia setigera; Not in GISD,GISD_listed_globally
Synchaeta baltica,Netherlands,No_EASIN_data,Synchaeta baltica; Not in GISD,GISD_listed_globally
Synchaeta grandis,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Synchaeta grimpei,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Synchaeta hutchingsi,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Synchaeta oblonga,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Synchaeta triophthalma,Netherlands,No_EASIN_data,Synchaeta triophthalma; Not in GISD,GISD_listed_globally
Synchaeta vorax,Netherlands,No_EASIN_data,Synchaeta vorax; Not in GISD,GISD_listed_globally
Synura petersenii,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Tachidius discipes,Netherlands,No_EASIN_data,Tachidius discipes; Not in GISD,GISD_listed_globally
Teleaulax amphioxeia,Netherlands,No_EASIN_data,Teleaulax amphioxeia; Not in GISD,GISD_listed_globally
Tellimya ferruginosa,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Telmatogeton japonicus,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Tergipes tergipes,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Tetracladium breve,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Thalassionema nitzschioides,Netherlands,No_EASIN_data,Thalassionema nitzschioides; Not in GISD,GISD_listed_globally
Thalassiosira nordenskioeldii,Netherlands,No_EASIN_data,Thalassiosira nordenskioeldii; Not in GISD,GISD_listed_globally
Thalassiosira pseudonana,Netherlands,No_EASIN_data,Thalassiosira pseudonana; Not in GISD,GISD_listed_globally
Thalassiosira punctigera,Netherlands,No_EASIN_data,Thalassiosira punctigera; Not in GISD,GISD_listed_globally
Thalassiosira rotula,Netherlands,No_EASIN_data,Thalassiosira rotula; Not in GISD,GISD_listed_globally
Thalestris longimana,Netherlands,No_EASIN_data,Thalestris longimana; Not in GISD,GISD_listed_globally
Thermocyclops crassus,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Tricellaria ternata,Netherlands,No_EASIN_data,Invasive,GISD_listed_globally
Trieres chinensis,Netherlands,No_EASIN_data,Trieres chinensis; Not in GISD,GISD_listed_globally
Trieres regia,Netherlands,No_EASIN_data,Trieres regia; Not in GISD,GISD_listed_globally
Acartia clausii,Norway,No_EASIN_data,Acartia clausii; Not in GISD,GISD_listed_globally
Acartia hudsonica,Norway,No_EASIN_data,Acartia hudsonica; Not in GISD,GISD_listed_globally
Acartia longiremis,Norway,No_EASIN_data,Acartia longiremis; Not in GISD,GISD_listed_globally
Acartia tonsa,Norway,No_EASIN_data,Acartia tonsa; Not in GISD,GISD_listed_globally
Agalma elegans,Norway,No_EASIN_data,Agalma elegans; Not in GISD,GISD_listed_globally
Aglantha digitale,Norway,No_EASIN_data,Aglantha digitale; Not in GISD,GISD_listed_globally
Amathia gracilis,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Amphibalanus improvisus,Norway,No_EASIN_data,Amphibalanus improvisus; Not in GISD,GISD_listed_globally
Amphiura chiajei,Norway,No_EASIN_data,Amphiura chiajei; Not in GISD,GISD_listed_globally
Amphiura filiformis,Norway,No_EASIN_data,Amphiura filiformis; Not in GISD,GISD_listed_globally
Ancyromonas sigmoides,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Arenicola marina,Norway,No_EASIN_data,Arenicola marina; Not in GISD,GISD_listed_globally
Asterias rubens,Norway,No_EASIN_data,Asterias rubens; Not in GISD,GISD_listed_globally
Asterionella formosa,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Aurelia aurita,Norway,No_EASIN_data,Aurelia aurita; Not in GISD,GISD_listed_globally
Aureococcus anophagefferens,Norway,No_EASIN_data,Aureococcus anophagefferens; Not in GISD,GISD_listed_globally
Bathycoccus prasinos,Norway,No_EASIN_data,Bathycoccus prasinos; Not in GISD,GISD_listed_globally
Batrachospermum gelatinosum,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Bittium reticulatum,Norway,No_EASIN_data,Bittium reticulatum; Not in GISD,GISD_listed_globally
Bougainvillia muscus,Norway,No_EASIN_data,Bougainvillia muscus; Not in GISD,GISD_listed_globally
Brissopsis lyrifera,Norway,No_EASIN_data,Brissopsis lyrifera; Not in GISD,GISD_listed_globally
Cadra cautella,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Calanus finmarchicus,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Calanus helgolandicus,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Carinina ochracea,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Cauloramphus magnus,Norway,No_EASIN_data,Cauloramphus magnus; Not in GISD,GISD_listed_globally
Centropages hamatus,Norway,No_EASIN_data,Centropages hamatus; Not in GISD,GISD_listed_globally
Cephalothrix rufifrons,Norway,No_EASIN_data,Cephalothrix rufifrons; Not in GISD,GISD_listed_globally
Chaetoceros socialis,Norway,No_EASIN_data,Chaetoceros socialis; Not in GISD,GISD_listed_globally
Chloroparvula pacifica,Norway,No_EASIN_data,Chloroparvula pacifica; Not in GISD,GISD_listed_globally
Chrysochromulina parva,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Clava multicornis,Norway,No_EASIN_data,Clava multicornis; Not in GISD,GISD_listed_globally
Clione limacina,Norway,No_EASIN_data,Clione limacina; Not in GISD,GISD_listed_globally
Clytia hemisphaerica,Norway,No_EASIN_data,Clytia hemisphaerica; Not in GISD,GISD_listed_globally
Corymorpha nutans,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Cunea russae,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Cylindrotheca closterium,Norway,No_EASIN_data,Cylindrotheca closterium; Not in GISD,GISD_listed_globally
Desoria olivacea,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Dictyosiphon ekmanii,Norway,No_EASIN_data,Dictyosiphon ekmanii; Not in GISD,GISD_listed_globally
Dictyosiphon foeniculaceus,Norway,No_EASIN_data,Dictyosiphon foeniculaceus; Not in GISD,GISD_listed_globally
Dinobryon bavaricum,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Ditrichocorycaeus anglicus,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Ditylum brightwellii,Norway,No_EASIN_data,Ditylum brightwellii; Not in GISD,GISD_listed_globally
Dodecaceria concharum,Norway,No_EASIN_data,Dodecaceria concharum; Not in GISD,GISD_listed_globally
Dosinia exoleta,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Dosinia lupinus,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Dynamena pumila,Norway,No_EASIN_data,Dynamena pumila; Not in GISD,GISD_listed_globally
Echinocardium cordatum,Norway,No_EASIN_data,Echinocardium cordatum; Not in GISD,GISD_listed_globally
Echinocyamus pusillus,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Ectocarpus fasciculatus,Norway,No_EASIN_data,Ectocarpus fasciculatus; Not in GISD,GISD_listed_globally
Electra pilosa,Norway,No_EASIN_data,Electra pilosa; Not in GISD,GISD_listed_globally
Elysia viridis,Norway,No_EASIN_data,Elysia viridis; Not in GISD,GISD_listed_globally
Emplectonema gracile,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Eubranchus exiguus,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Eucampia zodiacus,Norway,No_EASIN_data,Eucampia zodiacus; Not in GISD,GISD_listed_globally
Eumida sanguinea,Norway,No_EASIN_data,Eumida sanguinea; Not in GISD,GISD_listed_globally
Evadne nordmanni,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Facelina bostoniensis,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Favorinus branchialis,Norway,No_EASIN_data,Favorinus branchialis; Not in GISD,GISD_listed_globally
Fibrocapsa japonica,Norway,No_EASIN_data,Fibrocapsa japonica; Not in GISD,GISD_listed_globally
Flustrellidra hispida,Norway,No_EASIN_data,Flustrellidra hispida; Not in GISD,GISD_listed_globally
Gonothyraea loveni,Norway,No_EASIN_data,Gonothyraea loveni; Not in GISD,GISD_listed_globally
Guinardia delicatula,Norway,No_EASIN_data,Guinardia delicatula; Not in GISD,GISD_listed_globally
Halichondria panicea,Norway,No_EASIN_data,Halichondria panicea; Not in GISD,GISD_listed_globally
Halisarca dujardinii,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Halocladius variabilis,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Haminella solitaria,Norway,No_EASIN_data,Haminella solitaria; Not in GISD,GISD_listed_globally
Harmothoe impar,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Hermania indistincta,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Hermania scabra,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Heterocapsa rotundata,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Heteropsylla cubana,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Heterotrissocladius marcidus,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Hiatella arctica,Norway,No_EASIN_data,Hiatella arctica; Not in GISD,GISD_listed_globally
Holopedium gibberum,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Hubrechtella dubia,Norway,No_EASIN_data,Hubrechtella dubia; Not in GISD,GISD_listed_globally
Hydra circumcincta,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Hydra oligactis,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Hypogymnia vittata,Norway,No_EASIN_data,Hypogymnia vittata; Not in GISD,GISD_listed_globally
Lemanea fucina,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Lepidonotus squamatus,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Leuckartiara octona,Norway,No_EASIN_data,Leuckartiara octona; Not in GISD,GISD_listed_globally
Leucocryptos marina,Norway,No_EASIN_data,Leucocryptos marina; Not in GISD,GISD_listed_globally
Limacia clavigera,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Limapontia capitata,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Limapontia depressa,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Littorina littorea,Norway,No_EASIN_data,Littorina littorea; Invasive,GISD_listed_globally
Littorina saxatilis,Norway,No_EASIN_data,Littorina saxatilis; Not in GISD,GISD_listed_globally
Lizzia blondina,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Mactra stultorum,Norway,No_EASIN_data,Mactra stultorum; Not in GISD,GISD_listed_globally
Magelona mirabilis,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Marthasterias glacialis,Norway,No_EASIN_data,Marthasterias glacialis; Not in GISD,GISD_listed_globally
Melosira nummuloides,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Membranipora membranacea,Norway,No_EASIN_data,Membranipora membranacea; Not in GISD,GISD_listed_globally
Metridia lucens,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Metridium senile,Norway,No_EASIN_data,Metridium senile; Not in GISD,GISD_listed_globally
Microcalanus pusillus,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Micromonas pusilla,Norway,No_EASIN_data,Micromonas pusilla; Not in GISD,GISD_listed_globally
Microstomum compositum,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Mnemiopsis leidyi,Norway,No_EASIN_data,Mnemiopsis leidyi; Invasive,GISD_listed_globally
Myrianida edwarsi,Norway,No_EASIN_data,Myrianida edwarsi; Not in GISD,GISD_listed_globally
Myrionema strangulans,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Mysis relicta,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Nais elinguis,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Nanomia cara,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Neoamphitrite figulus,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Nereimyra punctata,Norway,No_EASIN_data,Nereimyra punctata; Not in GISD,GISD_listed_globally
Nereis pelagica,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Obelia dichotoma,Norway,No_EASIN_data,Obelia dichotoma; Not in GISD,GISD_listed_globally
Octactis speculum,Norway,No_EASIN_data,Octactis speculum; Not in GISD,GISD_listed_globally
Oikopleura dioica,Norway,No_EASIN_data,Oikopleura dioica; Not in GISD,GISD_listed_globally
Oithona nana,Norway,No_EASIN_data,Oithona nana; Not in GISD,GISD_listed_globally
Oithona similis,Norway,No_EASIN_data,Oithona similis; Not in GISD,GISD_listed_globally
Oncaea waldemari,Norway,No_EASIN_data,Oncaea waldemari; Not in GISD,GISD_listed_globally
Onchidoris muricata,Norway,No_EASIN_data,Invasive,GISD_listed_globally
Onoba semicostata,Norway,No_EASIN_data,Onoba semicostata; Not in GISD,GISD_listed_globally
Ophiactis balli,Norway,No_EASIN_data,Invasive,GISD_listed_globally
